event_id,event_date,entity_id,event_type,severity,estimated_impact
EV0507,2026-03-28,BUS012,qa_check,Medium,18292
EV0508,2026-03-29,BUS001,stakeholder_request,High,1862
EV0509,2026-03-30,BUS022,qa_check,Low,9270
EV0510,2026-03-31,BUS030,stakeholder_request,High,47960
EV0511,2026-04-01,BUS019,qa_check,Low,15160
EV0512,2026-04-02,BUS030,stakeholder_request,Low,15711
EV0513,2026-04-03,BUS008,experiment,Low,32170
EV0514,2026-04-04,BUS021,launch,Medium,10192
EV0515,2026-04-05,BUS023,launch,Low,44538
EV0516,2026-04-06,BUS007,launch,Medium,3463
EV0517,2026-04-07,BUS009,experiment,Low,2106
EV0518,2026-04-08,BUS027,experiment,Medium,6862
EV0519,2026-04-09,BUS021,launch,Medium,7108
EV0520,2026-04-10,BUS012,experiment,High,40534
EV0521,2026-04-11,BUS016,handoff,Medium,40675
EV0522,2026-04-12,BUS003,experiment,High,3168
EV0523,2026-04-13,BUS001,qa_check,High,1561
EV0524,2026-04-14,BUS033,experiment,Medium,8459
EV0525,2026-04-15,BUS035,stakeholder_request,Low,5587
EV0526,2026-04-16,BUS006,stakeholder_request,High,3787
EV0527,2026-04-17,BUS001,stakeholder_request,High,18806
EV0528,2026-04-18,BUS034,exception,Low,10114
EV0529,2026-04-19,BUS019,exception,Medium,8882
EV0530,2026-04-20,BUS012,exception,High,4598
EV0531,2026-04-21,BUS034,qa_check,High,48194
EV0532,2026-04-22,BUS017,handoff,High,12431
EV0533,2026-04-23,BUS032,qa_check,Low,8152
EV0534,2026-04-24,BUS013,exception,Medium,47393
EV0535,2026-04-25,BUS008,stakeholder_request,Low,29237
EV0536,2026-04-26,BUS019,handoff,Medium,4122
EV0537,2026-04-27,BUS030,experiment,Low,15756
EV0538,2026-04-28,BUS016,exception,Low,17104
EV0539,2026-04-29,BUS008,stakeholder_request,Low,9323
EV0540,2026-04-30,BUS030,stakeholder_request,High,50390
EV0541,2026-05-01,BUS035,experiment,Low,50544
EV0542,2026-05-02,BUS029,launch,Medium,5516
EV0543,2026-05-03,BUS035,launch,Medium,43939
EV0544,2026-05-04,BUS025,stakeholder_request,High,38657
EV0545,2026-05-05,BUS019,handoff,High,38069
EV0546,2026-05-06,BUS027,qa_check,Medium,5489
EV0547,2026-05-07,BUS005,qa_check,High,45388
EV0548,2026-05-08,BUS026,qa_check,Medium,42275
EV0549,2026-05-09,BUS008,handoff,Medium,19812
EV0550,2026-05-10,BUS007,exception,High,17172
EV0551,2026-05-11,BUS022,exception,Low,43507
EV0552,2026-05-12,BUS026,launch,High,14750
EV0553,2026-05-13,BUS032,handoff,Low,1896
EV0554,2026-05-14,BUS027,experiment,High,51231
EV0555,2026-05-15,BUS018,handoff,Medium,34385
EV0556,2026-05-16,BUS017,handoff,Medium,50456
EV0557,2026-05-17,BUS020,stakeholder_request,Low,9808
EV0558,2026-05-18,BUS013,experiment,High,29057
EV0559,2026-05-19,BUS030,qa_check,Medium,35087
EV0560,2026-05-20,BUS021,qa_check,Low,27359
EV0561,2026-01-01,BUS002,handoff,High,40117
EV0562,2026-01-02,BUS008,stakeholder_request,High,43492
EV0563,2026-01-03,BUS017,exception,Medium,35365
EV0564,2026-01-04,BUS008,stakeholder_request,Medium,22232
EV0565,2026-01-05,BUS033,qa_check,High,12191
EV0566,2026-01-06,BUS016,launch,Low,1546
EV0567,2026-01-07,BUS030,experiment,Low,883
EV0568,2026-01-08,BUS001,experiment,High,4874
EV0569,2026-01-09,BUS005,launch,High,28917
EV0570,2026-01-10,BUS002,experiment,High,39613
EV0571,2026-01-11,BUS026,experiment,High,30932
EV0572,2026-01-12,BUS028,launch,Medium,47331
EV0573,2026-01-13,BUS002,exception,High,19422
EV0574,2026-01-14,BUS024,qa_check,High,11694
EV0575,2026-01-15,BUS008,qa_check,Medium,1152
EV0576,2026-01-16,BUS014,exception,Low,18113
EV0577,2026-01-17,BUS006,experiment,High,51287
EV0578,2026-01-18,BUS014,qa_check,Low,7613
EV0579,2026-01-19,BUS015,stakeholder_request,High,30246
EV0580,2026-01-20,BUS021,qa_check,Low,48913
EV0581,2026-01-21,BUS030,experiment,Low,24769
EV0582,2026-01-22,BUS020,launch,Low,47236
EV0583,2026-01-23,BUS005,handoff,High,19705
EV0584,2026-01-24,BUS029,qa_check,Low,22826
EV0585,2026-01-25,BUS007,launch,High,36520
EV0586,2026-01-26,BUS022,qa_check,High,32192
EV0587,2026-01-27,BUS002,launch,Medium,17521
EV0588,2026-01-28,BUS032,experiment,High,41067
EV0589,2026-01-29,BUS034,handoff,Medium,22303
EV0590,2026-01-30,BUS029,exception,Low,6587
EV0591,2026-01-31,BUS004,qa_check,Low,15410
EV0592,2026-02-01,BUS002,qa_check,Medium,14190
EV0593,2026-02-02,BUS007,stakeholder_request,Low,17715
EV0594,2026-02-03,BUS007,handoff,Medium,5729
EV0595,2026-02-04,BUS024,qa_check,Medium,3526
EV0596,2026-02-05,BUS022,exception,Medium,25809
EV0597,2026-02-06,BUS005,launch,Low,6901
EV0598,2026-02-07,BUS011,experiment,Low,7841
EV0599,2026-02-08,BUS005,stakeholder_request,Low,25187
EV0600,2026-02-09,BUS025,stakeholder_request,High,26813
EV0601,2026-02-10,BUS002,stakeholder_request,Low,28777
EV0602,2026-02-11,BUS034,exception,High,40283
EV0603,2026-02-12,BUS028,exception,Low,25586
EV0604,2026-02-13,BUS011,exception,Low,44587
EV0605,2026-02-14,BUS036,launch,High,25744
EV0606,2026-02-15,BUS005,launch,High,28271
EV0607,2026-02-16,BUS023,handoff,Medium,9513
EV0608,2026-02-17,BUS032,stakeholder_request,Low,31732
EV0609,2026-02-18,BUS025,experiment,High,1413
EV0610,2026-02-19,BUS028,launch,Medium,4093
EV0611,2026-02-20,BUS009,experiment,High,44577
EV0612,2026-02-21,BUS011,qa_check,Low,23780
EV0613,2026-02-22,BUS007,qa_check,High,23818
EV0614,2026-02-23,BUS022,experiment,High,7331
EV0615,2026-02-24,BUS020,handoff,Low,6918
EV0616,2026-02-25,BUS020,launch,High,39415
EV0617,2026-02-26,BUS033,qa_check,Low,22637
EV0618,2026-02-27,BUS031,experiment,Medium,36577
EV0619,2026-02-28,BUS019,exception,Medium,47933
EV0620,2026-03-01,BUS023,exception,Low,32194
EV0621,2026-03-02,BUS009,launch,Medium,49912
EV0622,2026-03-03,BUS008,stakeholder_request,Medium,1155
EV0623,2026-03-04,BUS008,experiment,High,30989
EV0624,2026-03-05,BUS012,launch,Medium,48259
EV0625,2026-03-06,BUS018,launch,Low,25767
EV0626,2026-03-07,BUS019,qa_check,Low,33334
EV0627,2026-03-08,BUS015,handoff,Medium,49643
EV0628,2026-03-09,BUS001,qa_check,High,23565
EV0629,2026-03-10,BUS024,exception,Medium,50623
EV0630,2026-03-11,BUS025,exception,Low,28055
EV0631,2026-03-12,BUS017,experiment,Low,18863
EV0632,2026-03-13,BUS019,qa_check,Low,44591
EV0633,2026-03-14,BUS007,handoff,High,47924
EV0634,2026-03-15,BUS013,handoff,Medium,6641
EV0635,2026-03-16,BUS006,exception,Low,38747
EV0636,2026-03-17,BUS032,stakeholder_request,Medium,42561
EV0637,2026-03-18,BUS033,exception,High,24850
EV0638,2026-03-19,BUS033,launch,Medium,17023
EV0639,2026-03-20,BUS019,launch,High,37238
EV0640,2026-03-21,BUS006,handoff,Medium,2666
EV0641,2026-03-22,BUS025,stakeholder_request,Medium,24037
EV0642,2026-03-23,BUS004,exception,Low,33956
EV0643,2026-03-24,BUS021,launch,High,30845
EV0644,2026-03-25,BUS012,experiment,High,18777
EV0645,2026-03-26,BUS015,handoff,Medium,23798
EV0646,2026-03-27,BUS001,qa_check,Medium,13734
EV0647,2026-03-28,BUS006,experiment,Low,24862
EV0648,2026-03-29,BUS036,launch,High,39170
EV0649,2026-03-30,BUS023,qa_check,Low,44337
EV0650,2026-03-31,BUS027,experiment,High,51915
EV0651,2026-04-01,BUS029,exception,Medium,16586
EV0652,2026-04-02,BUS008,exception,Medium,24239
EV0653,2026-04-03,BUS019,stakeholder_request,Low,47975
EV0654,2026-04-04,BUS011,handoff,Medium,26037
EV0655,2026-04-05,BUS018,launch,Low,50038
EV0656,2026-04-06,BUS014,handoff,Low,1220
EV0657,2026-04-07,BUS022,experiment,Low,45361
EV0658,2026-04-08,BUS015,stakeholder_request,High,10836
EV0659,2026-04-09,BUS018,handoff,Medium,13178
EV0660,2026-04-10,BUS001,launch,Medium,15903
EV0661,2026-04-11,BUS022,handoff,Medium,47196
EV0662,2026-04-12,BUS011,launch,Low,23965
EV0663,2026-04-13,BUS007,exception,High,1627
EV0664,2026-04-14,BUS019,stakeholder_request,Low,32860
EV0665,2026-04-15,BUS007,handoff,Low,15950
EV0666,2026-04-16,BUS019,qa_check,High,29215
EV0667,2026-04-17,BUS028,handoff,Medium,12883
EV0668,2026-04-18,BUS001,experiment,High,41654
EV0669,2026-04-19,BUS032,qa_check,Medium,23579
EV0670,2026-04-20,BUS027,experiment,Low,42730
EV0671,2026-04-21,BUS010,launch,Low,1041
EV0672,2026-04-22,BUS008,handoff,Medium,8566
EV0673,2026-04-23,BUS030,qa_check,Medium,48749
EV0674,2026-04-24,BUS022,handoff,Medium,33228
EV0675,2026-04-25,BUS007,exception,Medium,34515
EV0676,2026-04-26,BUS006,stakeholder_request,Low,34307
EV0677,2026-04-27,BUS022,qa_check,Low,31548
EV0678,2026-04-28,BUS020,qa_check,Low,28222
EV0679,2026-04-29,BUS012,stakeholder_request,Medium,41749
EV0680,2026-04-30,BUS001,handoff,Medium,48242
EV0681,2026-05-01,BUS036,launch,Low,31210
EV0682,2026-05-02,BUS018,qa_check,Low,14232
EV0683,2026-05-03,BUS026,experiment,High,20445
EV0684,2026-05-04,BUS002,stakeholder_request,High,17606
EV0685,2026-05-05,BUS034,qa_check,Low,23331
EV0686,2026-05-06,BUS030,exception,Low,43011
EV0687,2026-05-07,BUS011,launch,High,40774
EV0688,2026-05-08,BUS007,launch,Medium,2223
EV0689,2026-05-09,BUS005,handoff,High,6088
EV0690,2026-05-10,BUS004,launch,Low,28761
EV0691,2026-05-11,BUS030,launch,Low,42599
EV0692,2026-05-12,BUS002,experiment,High,3226
EV0693,2026-05-13,BUS002,experiment,High,3460
EV0694,2026-05-14,BUS033,handoff,High,8850
EV0695,2026-05-15,BUS023,launch,Medium,44693
EV0696,2026-05-16,BUS023,handoff,Medium,17773
EV0697,2026-05-17,BUS021,handoff,High,16943
EV0698,2026-05-18,BUS024,experiment,Medium,44032
EV0699,2026-05-19,BUS017,qa_check,High,44956
EV0700,2026-05-20,BUS007,launch,High,42270
EV0701,2026-01-01,BUS036,handoff,Medium,28772
EV0702,2026-01-02,BUS013,stakeholder_request,High,15667
EV0703,2026-01-03,BUS009,stakeholder_request,Medium,23638
EV0704,2026-01-04,BUS001,stakeholder_request,Low,24086
EV0705,2026-01-05,BUS023,exception,Low,5139
EV0706,2026-01-06,BUS019,handoff,Low,40938
EV0707,2026-01-07,BUS034,experiment,Medium,49552
EV0708,2026-01-08,BUS009,exception,Low,19272
EV0709,2026-01-09,BUS030,qa_check,High,2410
EV0710,2026-01-10,BUS033,handoff,Low,12572
EV0711,2026-01-11,BUS015,launch,Medium,25797
EV0712,2026-01-12,BUS025,stakeholder_request,High,41284
EV0713,2026-01-13,BUS022,qa_check,Low,15846
EV0714,2026-01-14,BUS011,stakeholder_request,High,14056
EV0715,2026-01-15,BUS004,launch,High,1975
EV0716,2026-01-16,BUS024,qa_check,High,12696
EV0717,2026-01-17,BUS020,exception,High,34321
EV0718,2026-01-18,BUS017,qa_check,Low,13856
EV0719,2026-01-19,BUS036,experiment,Medium,22910
EV0720,2026-01-20,BUS026,stakeholder_request,Medium,25922
EV0721,2026-01-21,BUS024,exception,Medium,43538
EV0722,2026-01-22,BUS029,experiment,Low,23138
EV0723,2026-01-23,BUS009,stakeholder_request,High,28869
EV0724,2026-01-24,BUS021,handoff,Low,37434
EV0725,2026-01-25,BUS004,qa_check,Medium,29255
EV0726,2026-01-26,BUS008,handoff,High,47486
EV0727,2026-01-27,BUS007,experiment,Medium,13275
EV0728,2026-01-28,BUS030,qa_check,Medium,25482
EV0729,2026-01-29,BUS036,handoff,Medium,31994
EV0730,2026-01-30,BUS036,handoff,Medium,38619
EV0731,2026-01-31,BUS002,handoff,Low,25933
EV0732,2026-02-01,BUS031,qa_check,Low,44810
EV0733,2026-02-02,BUS013,launch,Medium,47268
EV0734,2026-02-03,BUS018,experiment,Low,612
EV0735,2026-02-04,BUS027,handoff,Medium,21743
EV0736,2026-02-05,BUS019,exception,Medium,23877
EV0737,2026-02-06,BUS028,exception,High,28797
EV0738,2026-02-07,BUS003,stakeholder_request,Low,44613
EV0739,2026-02-08,BUS026,handoff,High,18421
EV0740,2026-02-09,BUS003,launch,High,25575
EV0741,2026-02-10,BUS008,stakeholder_request,Low,46223
EV0742,2026-02-11,BUS030,handoff,Medium,31563
EV0743,2026-02-12,BUS028,exception,High,48218
EV0744,2026-02-13,BUS034,qa_check,Medium,44448
EV0745,2026-02-14,BUS001,handoff,Low,30835
EV0746,2026-02-15,BUS016,handoff,Low,38914
EV0747,2026-02-16,BUS031,qa_check,High,6640
EV0748,2026-02-17,BUS018,stakeholder_request,Medium,9912
EV0749,2026-02-18,BUS017,stakeholder_request,Medium,36283
EV0750,2026-02-19,BUS036,qa_check,Medium,3347
EV0751,2026-02-20,BUS033,experiment,Low,16162
EV0752,2026-02-21,BUS034,stakeholder_request,High,46969
EV0753,2026-02-22,BUS028,launch,High,35801
EV0754,2026-02-23,BUS027,experiment,Medium,32993
EV0755,2026-02-24,BUS021,stakeholder_request,High,17453
EV0756,2026-02-25,BUS003,launch,Medium,15932
EV0757,2026-02-26,BUS031,qa_check,Medium,28420
EV0758,2026-02-27,BUS034,qa_check,Low,50151
EV0759,2026-02-28,BUS007,experiment,Medium,30089
EV0760,2026-03-01,BUS005,stakeholder_request,High,30640
