event_id,role_id,candidate_id,source,stage,event_age_days,profile_complete_pct,duplicate_candidate_flag,missing_rate_flag,location_mismatch_flag,skill_taxonomy_gap_flag,estimated_margin_value
EVT00320,REQ009,CAND00320,LinkedIn,screened,48,0.62,0,0,0,0,9870
EVT00321,REQ009,CAND00321,LinkedIn,screened,25,0.66,0,0,0,0,9450
EVT00322,REQ009,CAND00322,Job board,applied,59,0.67,0,0,0,0,3630
EVT00323,REQ009,CAND00323,LinkedIn,applied,36,0.76,0,0,0,0,11130
EVT00324,REQ009,CAND00324,Talent pool,interview,46,0.82,1,0,0,0,12270
EVT00325,REQ009,CAND00325,LinkedIn,qualified,2,0.94,0,0,0,0,6090
EVT00326,REQ009,CAND00326,LinkedIn,screened,46,0.76,0,0,0,1,9060
EVT00327,REQ009,CAND00327,LinkedIn,applied,12,0.83,0,1,0,0,6150
EVT00328,REQ009,CAND00328,Recruiter outreach,screened,46,0.62,0,0,0,0,12480
EVT00329,REQ009,CAND00329,LinkedIn,qualified,20,0.62,0,0,0,0,5970
EVT00330,REQ009,CAND00330,Recruiter outreach,qualified,14,0.76,0,0,0,0,4770
EVT00331,REQ009,CAND00331,LinkedIn,applied,56,0.95,1,0,0,0,12750
EVT00332,REQ009,CAND00332,Community event,qualified,16,0.94,0,0,0,0,5760
EVT00333,REQ009,CAND00333,LinkedIn,screened,14,0.61,0,0,0,0,15480
EVT00334,REQ009,CAND00334,Job board,qualified,60,0.63,0,1,0,0,7470
EVT00335,REQ009,CAND00335,LinkedIn,applied,25,0.66,1,1,0,0,8970
EVT00336,REQ009,CAND00336,LinkedIn,applied,30,0.79,0,0,0,0,4620
EVT00337,REQ009,CAND00337,Job board,applied,0,0.99,1,0,0,0,5100
EVT00338,REQ009,CAND00338,Recruiter outreach,interview,13,0.66,0,0,0,0,9030
EVT00339,REQ009,CAND00339,Job board,placed,59,0.63,0,0,0,0,5670
EVT00340,REQ009,CAND00340,LinkedIn,qualified,49,0.7,0,0,0,0,12810
EVT00341,REQ009,CAND00341,Talent pool,submitted,54,0.66,0,0,0,0,4650
EVT00342,REQ009,CAND00342,Recruiter outreach,interview,13,0.75,0,0,1,0,11610
EVT00343,REQ009,CAND00343,Referral,screened,21,0.61,0,0,0,0,6630
EVT00344,REQ010,CAND00344,Recruiter outreach,applied,24,0.88,0,0,0,0,9591
EVT00345,REQ010,CAND00345,Talent pool,screened,12,0.99,0,0,0,0,8763
EVT00346,REQ010,CAND00346,Talent pool,applied,4,0.59,0,0,0,0,11431
EVT00347,REQ010,CAND00347,Referral,applied,4,0.71,0,0,0,0,10097
EVT00348,REQ010,CAND00348,Referral,applied,21,0.79,0,0,0,0,8694
EVT00349,REQ010,CAND00349,LinkedIn,applied,13,0.95,0,0,0,1,4140
EVT00350,REQ010,CAND00350,LinkedIn,qualified,24,0.71,0,0,1,0,11063
EVT00351,REQ010,CAND00351,Job board,applied,15,0.86,0,0,0,0,10810
EVT00352,REQ010,CAND00352,Job board,qualified,18,0.99,0,0,0,0,10005
EVT00353,REQ010,CAND00353,Talent pool,screened,11,0.73,0,1,0,0,11477
EVT00354,REQ010,CAND00354,Talent pool,screened,13,0.73,0,0,0,0,10534
EVT00355,REQ010,CAND00355,LinkedIn,applied,3,0.72,0,0,0,0,2990
EVT00356,REQ010,CAND00356,Referral,qualified,0,0.87,0,0,0,0,9683
EVT00357,REQ010,CAND00357,LinkedIn,applied,22,0.86,0,0,0,0,6716
EVT00358,REQ010,CAND00358,Recruiter outreach,qualified,6,0.79,0,0,0,0,3634
EVT00359,REQ010,CAND00359,Job board,submitted,7,0.84,0,1,0,0,3841
EVT00360,REQ010,CAND00360,Job board,screened,13,0.67,0,0,0,0,3657
EVT00361,REQ010,CAND00361,LinkedIn,screened,12,0.69,0,0,0,0,8809
EVT00362,REQ010,CAND00362,Talent pool,qualified,18,0.79,0,1,0,0,10534
EVT00363,REQ010,CAND00363,Talent pool,offer,24,0.96,0,0,0,0,9407
EVT00364,REQ010,CAND00364,Referral,submitted,24,0.71,0,0,0,0,7866
EVT00365,REQ010,CAND00365,Recruiter outreach,qualified,9,0.85,0,0,0,0,5773
EVT00366,REQ010,CAND00366,LinkedIn,screened,9,0.77,0,0,1,0,9338
EVT00367,REQ010,CAND00367,Job board,placed,25,0.92,0,0,0,1,10511
EVT00368,REQ010,CAND00368,Talent pool,screened,2,0.71,1,0,0,1,6256
EVT00369,REQ010,CAND00369,Recruiter outreach,interview,26,0.88,0,0,0,1,4393
EVT00370,REQ010,CAND00370,Job board,applied,24,0.97,0,0,0,0,5704
EVT00371,REQ010,CAND00371,Referral,qualified,23,0.74,0,0,0,0,11569
EVT00372,REQ010,CAND00372,Recruiter outreach,submitted,13,0.69,0,0,0,0,9683
EVT00373,REQ010,CAND00373,Job board,applied,7,0.98,0,0,0,0,4462
EVT00374,REQ010,CAND00374,Talent pool,qualified,26,0.89,0,1,0,0,3381
EVT00375,REQ010,CAND00375,Talent pool,screened,11,0.96,0,0,0,0,10810
EVT00376,REQ010,CAND00376,Recruiter outreach,applied,8,0.71,0,0,0,0,11661
EVT00377,REQ010,CAND00377,LinkedIn,applied,24,0.85,0,0,0,0,3151
EVT00378,REQ011,CAND00378,Recruiter outreach,interview,27,0.95,0,0,0,0,3762
EVT00379,REQ011,CAND00379,Talent pool,submitted,20,0.77,0,0,0,0,2948
EVT00380,REQ011,CAND00380,Talent pool,submitted,12,0.84,0,0,0,1,6160
EVT00381,REQ011,CAND00381,Referral,screened,8,0.94,0,0,0,0,10362
EVT00382,REQ011,CAND00382,Recruiter outreach,qualified,20,0.92,0,0,0,0,4862
EVT00383,REQ011,CAND00383,LinkedIn,applied,1,0.98,0,0,0,0,8910
EVT00384,REQ011,CAND00384,Job board,screened,10,0.6,0,0,0,0,9592
EVT00385,REQ011,CAND00385,LinkedIn,qualified,33,0.76,0,0,0,0,7744
EVT00386,REQ011,CAND00386,Job board,submitted,17,0.7,0,0,0,0,8206
EVT00387,REQ011,CAND00387,Job board,qualified,12,0.76,0,0,0,0,7238
EVT00388,REQ011,CAND00388,Referral,submitted,29,0.62,0,0,0,0,7920
EVT00389,REQ011,CAND00389,LinkedIn,applied,16,0.61,0,0,0,0,8910
EVT00390,REQ011,CAND00390,LinkedIn,applied,2,0.58,0,0,0,0,8316
EVT00391,REQ011,CAND00391,LinkedIn,screened,11,0.69,0,0,0,0,8294
EVT00392,REQ011,CAND00392,LinkedIn,qualified,16,0.63,0,1,0,0,3124
EVT00393,REQ011,CAND00393,Job board,placed,16,0.84,0,0,0,0,11198
EVT00394,REQ011,CAND00394,Job board,interview,9,0.81,0,0,0,0,10032
EVT00395,REQ011,CAND00395,Job board,screened,10,0.88,0,1,0,0,7546
EVT00396,REQ011,CAND00396,Recruiter outreach,applied,29,0.79,0,0,0,0,10736
EVT00397,REQ011,CAND00397,LinkedIn,interview,32,0.93,0,0,0,0,8976
EVT00398,REQ011,CAND00398,Job board,interview,26,0.97,0,0,0,0,5412
EVT00399,REQ011,CAND00399,Talent pool,submitted,25,0.74,0,1,0,0,3828
EVT00400,REQ011,CAND00400,LinkedIn,submitted,17,0.83,0,0,0,0,2684
EVT00401,REQ011,CAND00401,Referral,qualified,8,0.67,0,0,0,0,3168
EVT00402,REQ011,CAND00402,LinkedIn,submitted,5,0.75,0,0,0,0,4642
EVT00403,REQ011,CAND00403,Talent pool,applied,25,0.7,0,1,0,0,11110
EVT00404,REQ011,CAND00404,LinkedIn,offer,8,0.73,0,0,0,0,3718
EVT00405,REQ011,CAND00405,Job board,submitted,27,0.62,0,0,0,0,7392
EVT00406,REQ011,CAND00406,Job board,submitted,29,0.86,0,0,0,0,9922
EVT00407,REQ011,CAND00407,LinkedIn,screened,27,0.61,0,0,0,0,8008
EVT00408,REQ011,CAND00408,Community event,qualified,3,0.81,0,0,0,0,3146
EVT00409,REQ011,CAND00409,Job board,qualified,22,0.69,0,0,0,0,3542
EVT00410,REQ012,CAND00410,Referral,qualified,5,0.75,0,0,0,0,16800
EVT00411,REQ012,CAND00411,Job board,applied,51,0.66,0,0,0,0,7490
EVT00412,REQ012,CAND00412,Community event,applied,25,0.63,0,0,0,1,7245
EVT00413,REQ012,CAND00413,Job board,screened,19,0.84,0,0,0,0,15225
EVT00414,REQ012,CAND00414,Talent pool,qualified,0,0.66,0,0,0,0,4480
EVT00415,REQ012,CAND00415,LinkedIn,screened,53,0.84,1,0,0,0,13825
EVT00416,REQ012,CAND00416,LinkedIn,applied,9,0.89,0,0,1,0,12145
EVT00417,REQ012,CAND00417,Job board,offer,53,0.74,0,0,0,0,10150
EVT00418,REQ012,CAND00418,Talent pool,applied,38,0.89,0,0,0,0,9380
EVT00419,REQ012,CAND00419,Job board,applied,31,0.68,0,0,0,0,5285
EVT00420,REQ012,CAND00420,Job board,qualified,30,0.63,0,1,0,0,15330
EVT00421,REQ012,CAND00421,LinkedIn,offer,22,0.76,0,1,0,0,13265
EVT00422,REQ012,CAND00422,Recruiter outreach,applied,8,0.95,0,0,0,0,17150
EVT00423,REQ012,CAND00423,Community event,screened,51,0.99,0,0,0,0,7070
EVT00424,REQ012,CAND00424,LinkedIn,screened,38,0.79,0,0,0,0,11620
EVT00425,REQ012,CAND00425,Job board,offer,16,0.73,0,0,0,0,7035
EVT00426,REQ012,CAND00426,Recruiter outreach,applied,14,0.63,0,0,0,0,8190
EVT00427,REQ012,CAND00427,Community event,qualified,9,0.94,0,0,0,0,13405
EVT00428,REQ012,CAND00428,Referral,screened,48,0.63,1,0,0,0,6090
EVT00429,REQ012,CAND00429,Job board,submitted,10,0.84,0,0,0,0,7875
EVT00430,REQ012,CAND00430,LinkedIn,interview,6,0.64,0,0,0,0,10710
EVT00431,REQ012,CAND00431,LinkedIn,qualified,15,0.93,0,0,0,0,12670
EVT00432,REQ012,CAND00432,Job board,qualified,42,0.68,0,0,0,0,17675
EVT00433,REQ012,CAND00433,Job board,submitted,29,0.98,0,0,0,0,13440
EVT00434,REQ012,CAND00434,LinkedIn,submitted,4,0.62,1,0,1,0,9835
EVT00435,REQ012,CAND00435,Talent pool,qualified,9,0.96,0,0,1,0,5215
EVT00436,REQ012,CAND00436,Community event,placed,43,0.87,0,0,0,0,9625
EVT00437,REQ012,CAND00437,LinkedIn,submitted,9,0.87,0,0,0,0,12180
EVT00438,REQ012,CAND00438,Recruiter outreach,screened,51,0.91,0,0,0,0,11445
EVT00439,REQ012,CAND00439,Recruiter outreach,submitted,8,0.8,0,0,0,0,13860
EVT00440,REQ012,CAND00440,Referral,applied,1,0.95,0,0,0,0,13860
EVT00441,REQ012,CAND00441,LinkedIn,screened,3,0.93,0,0,0,0,8820
EVT00442,REQ012,CAND00442,LinkedIn,screened,47,0.58,1,0,0,0,10255
EVT00443,REQ012,CAND00443,Recruiter outreach,placed,34,0.93,0,0,0,0,8365
EVT00444,REQ012,CAND00444,LinkedIn,qualified,33,0.89,0,0,0,0,6055
EVT00445,REQ012,CAND00445,Job board,qualified,53,0.75,0,0,0,0,5845
EVT00446,REQ012,CAND00446,Recruiter outreach,applied,37,0.81,0,0,0,0,18130
EVT00447,REQ012,CAND00447,LinkedIn,qualified,31,0.89,0,0,0,0,11655
EVT00448,REQ012,CAND00448,LinkedIn,submitted,33,0.63,0,0,0,0,7980
EVT00449,REQ012,CAND00449,Referral,qualified,26,0.63,0,0,0,0,10815
EVT00450,REQ012,CAND00450,Referral,screened,31,0.59,0,0,0,0,6755
EVT00451,REQ012,CAND00451,Job board,applied,52,0.89,1,0,0,0,4235
EVT00452,REQ012,CAND00452,LinkedIn,applied,21,0.91,0,0,0,0,12705
EVT00453,REQ012,CAND00453,Recruiter outreach,submitted,42,0.77,0,0,0,0,17220
EVT00454,REQ012,CAND00454,Talent pool,qualified,34,0.6,0,0,0,0,16205
EVT00455,REQ012,CAND00455,Talent pool,interview,50,0.9,0,0,0,0,9730
EVT00456,REQ012,CAND00456,LinkedIn,screened,3,0.98,0,0,0,0,13545
EVT00457,REQ012,CAND00457,Job board,applied,1,0.7,0,0,0,0,7875
EVT00458,REQ013,CAND00458,Recruiter outreach,submitted,18,0.6,0,0,0,0,3275
EVT00459,REQ013,CAND00459,LinkedIn,qualified,3,0.81,1,0,0,1,6650
EVT00460,REQ013,CAND00460,LinkedIn,applied,19,0.98,0,0,0,0,5300
EVT00461,REQ013,CAND00461,Referral,applied,12,0.98,0,0,0,0,4525
EVT00462,REQ013,CAND00462,LinkedIn,applied,3,0.69,0,0,0,0,7050
EVT00463,REQ013,CAND00463,Job board,qualified,8,0.81,0,0,0,0,10500
EVT00464,REQ013,CAND00464,LinkedIn,screened,2,0.94,0,0,0,0,9400
EVT00465,REQ013,CAND00465,Community event,applied,13,0.98,0,0,0,0,10100
EVT00466,REQ013,CAND00466,Referral,qualified,0,0.61,0,0,0,0,9150
EVT00467,REQ013,CAND00467,LinkedIn,applied,16,0.7,0,0,0,0,5050
EVT00468,REQ013,CAND00468,Job board,submitted,17,1.0,0,0,0,0,8525
EVT00469,REQ013,CAND00469,Job board,applied,14,0.69,0,0,0,0,11475
EVT00470,REQ013,CAND00470,LinkedIn,placed,20,0.97,0,0,1,0,10775
EVT00471,REQ013,CAND00471,Recruiter outreach,qualified,12,0.81,0,0,0,0,11300
EVT00472,REQ013,CAND00472,Job board,screened,12,0.93,0,0,0,0,7575
EVT00473,REQ013,CAND00473,Recruiter outreach,qualified,6,0.77,0,0,0,0,5825
EVT00474,REQ013,CAND00474,Talent pool,submitted,20,0.71,0,0,0,0,12175
EVT00475,REQ013,CAND00475,Community event,applied,19,0.67,0,1,0,0,5500
EVT00476,REQ013,CAND00476,Talent pool,placed,6,0.86,0,0,0,0,10225
EVT00477,REQ013,CAND00477,Job board,screened,18,0.94,0,0,0,0,9675
EVT00478,REQ013,CAND00478,LinkedIn,submitted,19,0.69,0,1,0,0,10150
EVT00479,REQ013,CAND00479,Referral,interview,10,0.76,0,0,0,0,8200
EVT00480,REQ013,CAND00480,Talent pool,applied,7,0.6,0,0,0,0,8375
EVT00481,REQ013,CAND00481,LinkedIn,qualified,7,0.99,0,0,0,0,8400
EVT00482,REQ013,CAND00482,Recruiter outreach,offer,0,0.78,0,0,0,0,3300
EVT00483,REQ013,CAND00483,Job board,screened,10,0.93,0,0,0,0,7250
EVT00484,REQ013,CAND00484,LinkedIn,qualified,14,0.82,0,0,0,1,4075
EVT00485,REQ013,CAND00485,Recruiter outreach,placed,1,0.97,0,0,0,0,8650
EVT00486,REQ013,CAND00486,Job board,applied,12,0.75,0,0,0,1,10900
EVT00487,REQ013,CAND00487,LinkedIn,submitted,13,0.95,0,0,1,0,10925
EVT00488,REQ013,CAND00488,Talent pool,applied,3,0.62,0,1,0,0,10600
EVT00489,REQ014,CAND00489,Talent pool,applied,13,0.78,0,0,0,0,16606
EVT00490,REQ014,CAND00490,LinkedIn,qualified,20,0.9,0,1,0,0,10602
EVT00491,REQ014,CAND00491,Job board,screened,0,0.8,0,0,0,0,17328
EVT00492,REQ014,CAND00492,Referral,screened,6,0.99,0,0,0,0,16986
EVT00493,REQ014,CAND00493,Talent pool,interview,19,0.87,0,0,0,0,15808
EVT00494,REQ014,CAND00494,LinkedIn,screened,1,0.79,0,0,0,0,4598
EVT00495,REQ014,CAND00495,Talent pool,screened,26,0.72,0,0,0,0,18924
EVT00496,REQ014,CAND00496,Job board,qualified,17,0.63,0,1,1,0,10184
EVT00497,REQ014,CAND00497,Talent pool,qualified,9,0.65,0,0,0,0,9652
EVT00498,REQ014,CAND00498,LinkedIn,screened,3,0.59,0,0,1,0,17708
EVT00499,REQ014,CAND00499,Talent pool,applied,11,0.92,0,0,0,0,17404
EVT00500,REQ014,CAND00500,Job board,applied,3,0.64,0,0,0,0,7068
EVT00501,REQ014,CAND00501,LinkedIn,submitted,7,0.97,0,0,0,0,19380
EVT00502,REQ014,CAND00502,LinkedIn,screened,25,0.7,0,0,0,1,6992
EVT00503,REQ014,CAND00503,Community event,interview,21,0.84,0,0,0,0,7790
EVT00504,REQ014,CAND00504,Talent pool,qualified,10,0.88,0,0,0,0,14782
EVT00505,REQ014,CAND00505,Talent pool,screened,18,0.85,0,0,0,0,8588
EVT00506,REQ014,CAND00506,LinkedIn,applied,18,0.65,0,0,0,0,11818
EVT00507,REQ014,CAND00507,Referral,applied,1,0.78,0,0,0,0,16644
EVT00508,REQ014,CAND00508,Job board,qualified,0,0.66,0,0,0,0,9082
EVT00509,REQ014,CAND00509,Referral,applied,2,0.91,0,0,0,0,8968
EVT00510,REQ014,CAND00510,Referral,applied,9,0.89,1,0,0,0,19494
EVT00511,REQ014,CAND00511,LinkedIn,screened,23,0.81,0,0,0,0,9614
EVT00512,REQ014,CAND00512,LinkedIn,applied,18,0.9,0,0,0,0,4788
EVT00513,REQ014,CAND00513,Job board,qualified,23,0.67,0,0,0,0,9082
EVT00514,REQ014,CAND00514,Talent pool,qualified,10,0.94,0,0,0,0,12882
EVT00515,REQ014,CAND00515,Talent pool,submitted,18,0.95,0,0,0,0,10488
EVT00516,REQ014,CAND00516,Referral,offer,21,0.9,0,0,0,0,19380
EVT00517,REQ014,CAND00517,Job board,submitted,4,0.99,0,1,0,0,10982
EVT00518,REQ014,CAND00518,Talent pool,screened,12,0.61,0,0,0,0,12046
EVT00519,REQ014,CAND00519,Referral,applied,3,0.86,0,0,0,1,7980
EVT00520,REQ014,CAND00520,Talent pool,applied,9,0.67,0,0,0,0,10222
EVT00521,REQ014,CAND00521,Referral,screened,13,0.74,0,0,0,0,6688
EVT00522,REQ014,CAND00522,Job board,applied,27,0.67,0,0,0,0,12958
EVT00523,REQ014,CAND00523,Talent pool,submitted,22,0.87,0,0,0,0,9918
EVT00524,REQ014,CAND00524,Community event,applied,10,0.96,0,0,0,0,14098
EVT00525,REQ014,CAND00525,Job board,qualified,22,0.93,0,0,0,0,10336
EVT00526,REQ014,CAND00526,Recruiter outreach,qualified,13,0.77,0,0,0,0,17366
EVT00527,REQ014,CAND00527,Job board,applied,8,0.95,0,0,0,0,15010
EVT00528,REQ014,CAND00528,Recruiter outreach,applied,24,0.81,0,0,0,0,11704
EVT00529,REQ014,CAND00529,Referral,applied,16,0.6,0,0,0,0,5054
EVT00530,REQ014,CAND00530,Talent pool,applied,12,0.6,0,0,0,0,9424
EVT00531,REQ014,CAND00531,Recruiter outreach,applied,17,0.86,0,0,0,1,18430
EVT00532,REQ014,CAND00532,LinkedIn,offer,3,0.65,0,0,0,1,6954
EVT00533,REQ014,CAND00533,Job board,qualified,11,0.65,0,0,0,0,18430
EVT00534,REQ014,CAND00534,Talent pool,applied,20,0.86,0,0,0,0,17366
EVT00535,REQ015,CAND00535,Talent pool,applied,12,0.97,0,0,0,0,11507
EVT00536,REQ015,CAND00536,LinkedIn,interview,43,0.86,1,1,1,0,8584
EVT00537,REQ015,CAND00537,Referral,offer,32,0.63,0,0,0,1,10619
EVT00538,REQ015,CAND00538,Job board,qualified,14,0.67,0,0,0,0,11174
EVT00539,REQ015,CAND00539,Referral,qualified,42,0.92,0,1,0,0,16724
EVT00540,REQ015,CAND00540,Referral,screened,6,0.88,0,0,0,0,15207
EVT00541,REQ015,CAND00541,Community event,applied,44,0.64,0,0,0,0,7733
EVT00542,REQ015,CAND00542,Recruiter outreach,screened,38,0.96,0,0,0,0,12913
EVT00543,REQ015,CAND00543,Talent pool,qualified,39,0.9,0,0,0,0,6771
EVT00544,REQ015,CAND00544,Talent pool,qualified,18,0.66,0,0,0,0,11544
EVT00545,REQ015,CAND00545,Referral,applied,21,0.64,0,0,0,0,10434
EVT00546,REQ015,CAND00546,Talent pool,screened,1,0.68,0,0,0,0,18315
EVT00547,REQ015,CAND00547,LinkedIn,qualified,43,0.87,0,0,0,0,8621
EVT00548,REQ015,CAND00548,LinkedIn,screened,4,0.98,0,0,1,0,5402
EVT00549,REQ015,CAND00549,LinkedIn,screened,13,0.68,0,0,0,0,5920
EVT00550,REQ015,CAND00550,Job board,qualified,19,0.7,0,0,0,0,12913
EVT00551,REQ015,CAND00551,LinkedIn,offer,24,0.65,0,0,0,0,12765
EVT00552,REQ015,CAND00552,Job board,qualified,24,0.76,0,0,0,0,5994
EVT00553,REQ015,CAND00553,Recruiter outreach,submitted,29,0.71,0,0,0,0,9805
EVT00554,REQ015,CAND00554,Job board,qualified,12,0.58,0,0,0,0,13912
EVT00555,REQ015,CAND00555,LinkedIn,submitted,24,0.79,0,0,0,0,16576
EVT00556,REQ015,CAND00556,Referral,placed,10,0.66,0,0,0,0,12691
EVT00557,REQ015,CAND00557,Talent pool,offer,23,0.87,0,0,0,0,16761
EVT00558,REQ015,CAND00558,Job board,qualified,45,0.86,0,0,0,0,17649
EVT00559,REQ015,CAND00559,LinkedIn,screened,37,0.98,0,0,0,0,7474
EVT00560,REQ015,CAND00560,Talent pool,applied,5,0.8,0,0,0,0,7992
EVT00561,REQ015,CAND00561,LinkedIn,interview,24,0.83,0,0,0,0,18315
EVT00562,REQ015,CAND00562,Recruiter outreach,qualified,22,0.92,0,0,0,0,9509
EVT00563,REQ015,CAND00563,Recruiter outreach,submitted,0,0.62,0,0,0,0,19092
EVT00564,REQ015,CAND00564,Job board,screened,45,0.64,0,0,0,0,13653
EVT00565,REQ015,CAND00565,Recruiter outreach,applied,11,0.92,0,0,0,1,8066
EVT00566,REQ015,CAND00566,Recruiter outreach,applied,10,0.61,0,0,0,0,6031
EVT00567,REQ015,CAND00567,LinkedIn,qualified,6,0.58,0,0,0,0,9472
EVT00568,REQ015,CAND00568,Referral,submitted,0,0.74,0,0,0,0,14282
EVT00569,REQ015,CAND00569,Talent pool,placed,23,0.87,0,0,0,0,10915
EVT00570,REQ015,CAND00570,Recruiter outreach,placed,22,0.95,0,0,0,1,6327
EVT00571,REQ015,CAND00571,Recruiter outreach,applied,7,0.94,0,0,0,1,9731
EVT00572,REQ015,CAND00572,Talent pool,offer,32,0.75,0,0,0,0,7992
EVT00573,REQ015,CAND00573,Talent pool,applied,20,0.86,0,0,0,0,8843
EVT00574,REQ015,CAND00574,Job board,screened,30,0.99,0,0,0,0,17686
EVT00575,REQ015,CAND00575,Talent pool,interview,36,0.91,0,0,0,0,17982
EVT00576,REQ015,CAND00576,LinkedIn,qualified,29,0.65,0,0,0,0,12876
EVT00577,REQ015,CAND00577,Job board,offer,44,0.62,0,0,0,0,12654
EVT00578,REQ015,CAND00578,Referral,placed,16,0.86,0,0,0,0,17131
EVT00579,REQ015,CAND00579,LinkedIn,applied,14,0.97,0,0,0,0,18944
EVT00580,REQ015,CAND00580,Referral,interview,41,0.85,0,0,0,0,15059
EVT00581,REQ015,CAND00581,Job board,offer,21,0.89,0,0,0,0,7992
EVT00582,REQ015,CAND00582,Referral,submitted,0,0.71,0,0,0,0,15614
EVT00583,REQ015,CAND00583,Recruiter outreach,qualified,8,0.8,0,0,0,0,15836
EVT00584,REQ015,CAND00584,Referral,screened,18,0.93,1,0,0,0,13875
EVT00585,REQ015,CAND00585,LinkedIn,screened,2,0.83,0,0,0,0,10286
EVT00586,REQ015,CAND00586,Talent pool,qualified,13,0.79,0,0,0,0,17760
EVT00587,REQ016,CAND00587,Community event,qualified,14,0.87,0,0,0,0,1898
EVT00588,REQ016,CAND00588,Talent pool,interview,10,1.0,0,0,0,0,5200
EVT00589,REQ016,CAND00589,Job board,qualified,46,0.7,0,0,0,1,6188
EVT00590,REQ016,CAND00590,Talent pool,interview,3,0.94,0,0,0,0,6279
EVT00591,REQ016,CAND00591,Talent pool,qualified,13,0.67,0,0,0,0,6539
EVT00592,REQ016,CAND00592,Talent pool,applied,9,0.74,0,0,0,0,4394
EVT00593,REQ016,CAND00593,LinkedIn,screened,7,0.99,0,0,0,0,5876
EVT00594,REQ016,CAND00594,Job board,qualified,25,0.79,0,0,0,0,6136
EVT00595,REQ016,CAND00595,LinkedIn,screened,5,0.91,0,0,0,0,5876
EVT00596,REQ016,CAND00596,Talent pool,qualified,41,0.86,0,1,0,0,4940
EVT00597,REQ016,CAND00597,Job board,applied,37,0.66,0,0,0,1,4771
EVT00598,REQ016,CAND00598,Talent pool,placed,34,0.66,0,0,0,0,6214
EVT00599,REQ016,CAND00599,Job board,applied,37,0.81,0,0,0,0,5889
EVT00600,REQ016,CAND00600,Talent pool,applied,11,0.58,0,0,0,0,4524
EVT00601,REQ016,CAND00601,LinkedIn,submitted,48,0.59,0,0,0,0,2379
EVT00602,REQ016,CAND00602,LinkedIn,qualified,19,0.6,0,0,0,1,5005
EVT00603,REQ016,CAND00603,LinkedIn,interview,22,0.83,0,0,0,0,4953
EVT00604,REQ016,CAND00604,Referral,applied,13,0.98,0,0,0,0,5564
EVT00605,REQ016,CAND00605,Job board,screened,16,0.74,0,0,0,0,2639
EVT00606,REQ016,CAND00606,Referral,qualified,4,0.84,0,0,0,0,3341
EVT00607,REQ016,CAND00607,Talent pool,placed,38,0.65,0,0,0,0,2574
EVT00608,REQ016,CAND00608,Talent pool,qualified,34,0.63,0,0,0,0,5200
EVT00609,REQ016,CAND00609,LinkedIn,qualified,14,0.69,0,0,0,0,2210
EVT00610,REQ016,CAND00610,Community event,qualified,46,0.95,0,0,0,0,5473
EVT00611,REQ016,CAND00611,Job board,submitted,38,0.62,0,0,0,0,1872
EVT00612,REQ016,CAND00612,Recruiter outreach,applied,34,0.81,0,0,0,0,4238
EVT00613,REQ016,CAND00613,LinkedIn,qualified,24,0.82,1,0,0,0,3328
EVT00614,REQ016,CAND00614,Talent pool,applied,45,0.77,0,0,0,0,4472
EVT00615,REQ016,CAND00615,Talent pool,placed,14,0.71,0,0,0,0,2132
EVT00616,REQ016,CAND00616,Job board,offer,5,0.65,0,0,0,0,1937
EVT00617,REQ016,CAND00617,LinkedIn,applied,43,0.79,0,0,1,0,6422
EVT00618,REQ016,CAND00618,Job board,applied,0,0.84,0,0,0,0,6513
EVT00619,REQ016,CAND00619,Job board,applied,33,0.87,0,0,0,0,1833
EVT00620,REQ016,CAND00620,Community event,screened,4,0.73,0,0,0,0,2444
EVT00621,REQ016,CAND00621,Community event,qualified,43,0.68,0,0,0,0,5148
EVT00622,REQ016,CAND00622,Recruiter outreach,interview,40,0.82,0,0,0,1,3003
EVT00623,REQ016,CAND00623,Recruiter outreach,interview,39,0.94,0,0,0,0,1937
EVT00624,REQ016,CAND00624,Job board,qualified,11,0.75,0,0,1,0,1612
EVT00625,REQ016,CAND00625,Job board,applied,31,0.58,0,0,0,0,6669
EVT00626,REQ016,CAND00626,LinkedIn,screened,17,0.63,0,0,0,0,4472
EVT00627,REQ016,CAND00627,Job board,screened,45,0.66,0,0,1,0,2821
EVT00628,REQ016,CAND00628,LinkedIn,applied,30,0.98,0,0,1,0,3328
EVT00629,REQ016,CAND00629,Job board,applied,49,0.95,0,0,0,0,4888
EVT00630,REQ016,CAND00630,Talent pool,submitted,8,0.65,0,0,0,0,4888
EVT00631,REQ016,CAND00631,Talent pool,applied,0,0.76,1,0,0,0,3484
EVT00632,REQ016,CAND00632,Referral,applied,17,0.9,0,0,0,0,3302
EVT00633,REQ016,CAND00633,LinkedIn,placed,44,0.89,0,0,0,0,5616
EVT00634,REQ016,CAND00634,Community event,applied,2,0.7,0,0,0,0,2834
EVT00635,REQ016,CAND00635,Job board,interview,19,0.87,0,0,0,0,3094
EVT00636,REQ016,CAND00636,Job board,applied,23,0.7,0,0,0,0,3887
EVT00637,REQ016,CAND00637,LinkedIn,screened,20,0.67,0,0,1,0,4693
EVT00638,REQ016,CAND00638,Job board,applied,7,0.62,0,0,0,0,1638
EVT00639,REQ016,CAND00639,Talent pool,screened,37,0.8,0,0,0,0,4030
EVT00640,REQ016,CAND00640,LinkedIn,applied,38,0.63,0,0,0,0,5460
EVT00641,REQ017,CAND00641,Talent pool,interview,34,0.84,0,0,0,1,6576
